entry_id,entry_type,order_id,payment_id,method,gross,fee,tax,net,settlement_id,created_at,settled_at,narration
ENT_000506,chargeback,ORD_000217,PAY_000066,upi,24310200,150000,27000,-24487200,STL_0017,2026-06-23T18:21:53,2026-06-26,Chargeback raised on PAY_000066
ENT_000350,payment,ORD_000247,PAY_000350,upi,26800,0,0,26800,STL_0017,2026-06-23T19:19:56,2026-06-26,
ENT_000351,payment,ORD_000180,PAY_000351,card,326100,6522,1174,318404,STL_0017,2026-06-23T19:42:55,2026-06-26,
ENT_000352,payment,ORD_000132,PAY_000352,upi,108700,0,0,108700,STL_0017,2026-06-23T21:24:43,2026-06-26,
ENT_000567,tds,,,,0,0,0,-8714,STL_0015,2026-06-23T22:02:57,2026-06-23,TDS u/s 194-O on settlement gross
ENT_000353,payment,ORD_000484,PAY_000353,upi,3054600,0,0,3054600,STL_0017,2026-06-23T22:22:32,2026-06-26,
ENT_000354,payment,ORD_000010,PAY_000354,upi,290100,0,0,290100,STL_0017,2026-06-23T23:49:23,2026-06-26,
ENT_000355,payment,ORD_000176,PAY_000355,card,141600,2832,510,138258,STL_0017,2026-06-24T06:17:51,2026-06-26,
ENT_000356,payment,ORD_000450,PAY_000356,card,38000,760,137,37103,STL_0017,2026-06-24T06:23:09,2026-06-26,
ENT_000571,tds,,,,0,0,0,-16224,STL_0016,2026-06-24T06:56:46,2026-06-24,TDS u/s 194-O on settlement gross
ENT_000357,payment,ORD_000325,PAY_000357,upi,80400,0,0,80400,STL_0017,2026-06-24T08:38:43,2026-06-26,
ENT_000358,payment,ORD_000216,PAY_000358,card,2984700,59694,10745,2914261,STL_0017,2026-06-24T08:41:14,2026-06-26,
ENT_000359,payment,ORD_000138,PAY_000359,upi,145800,0,0,145800,STL_0017,2026-06-24T10:45:54,2026-06-26,
ENT_000360,payment,ORD_000346,PAY_000360,upi,5358800,0,0,5358800,STL_0017,2026-06-24T12:34:06,2026-06-26,
ENT_000361,payment,ORD_000076,PAY_000361,netbanking,60500,1150,207,59143,STL_0017,2026-06-24T14:53:24,2026-06-26,
ENT_000592,payment,ORD_000076,PAY_000478,netbanking,60500,1150,207,59143,STL_0017,2026-06-24T14:55:18,2026-06-26,
ENT_000572,rolling_reserve_hold,,,,0,0,0,-842004,STL_0016,2026-06-24T15:05:13,2026-06-24,Rolling reserve hold
ENT_000362,payment,ORD_000106,PAY_000362,card,19753000,395060,71111,19286829,STL_0017,2026-06-24T15:09:03,2026-06-26,
ENT_000365,payment,ORD_000383,PAY_000365,card,12355000,247100,44478,12063422,STL_0017,2026-06-24T16:26:43,2026-06-26,
ENT_000364,payment,ORD_000336,PAY_000364,wallet,700900,14018,2523,684359,STL_0017,2026-06-24T16:29:56,2026-06-26,
ENT_000366,payment,ORD_000294,PAY_000366,netbanking,609400,11579,2084,595737,STL_0017,2026-06-24T16:50:31,2026-06-26,
ENT_000367,payment,ORD_000311,PAY_000367,upi,161500,0,0,161500,STL_0017,2026-06-24T17:00:41,2026-06-26,
ENT_000368,payment,ORD_000159,PAY_000368,wallet,20609600,412192,74195,20123213,STL_0017,2026-06-24T17:08:27,2026-06-26,
ENT_000369,payment,ORD_000153,PAY_000369,wallet,338500,6770,1219,330511,STL_0017,2026-06-24T17:15:04,2026-06-26,
ENT_000370,payment,ORD_000497,PAY_000370,card,10200,204,37,9959,STL_0017,2026-06-24T18:55:58,2026-06-26,
ENT_000573,settlement,,,,0,0,0,-15998077,STL_0016,2026-06-24T20:38:30,2026-06-24,Settlement payout UTR HDFCN26062400016
ENT_000371,payment,ORD_000353,PAY_000371,card,121800,2436,438,118926,STL_0017,2026-06-24T21:19:41,2026-06-26,
ENT_000570,rolling_reserve_release,,,,0,0,0,928655,STL_0016,2026-06-24T22:25:38,2026-06-24,Rolling reserve release
ENT_000499,refund,ORD_000480,PAY_000332,netbanking,48200,0,0,-48200,STL_0017,2026-06-24T22:27:44,2026-06-26,Refund against PAY_000332
ENT_000503,refund,ORD_000132,PAY_000352,upi,108700,0,0,-108700,STL_0018,2026-06-25T06:32:21,2026-06-29,Refund against PAY_000352
ENT_000372,payment,ORD_000368,PAY_000372,netbanking,433300,8233,1482,423585,STL_0018,2026-06-25T07:15:01,2026-06-29,
ENT_000373,payment,ORD_000263,PAY_000373,wallet,74800,1496,269,73035,STL_0018,2026-06-25T08:42:08,2026-06-29,
ENT_000374,payment,ORD_000435,PAY_000374,wallet,704700,14094,2537,688069,STL_0018,2026-06-25T10:07:54,2026-06-29,
ENT_000375,payment,ORD_000283,PAY_000375,card,247300,4946,890,241464,STL_0018,2026-06-25T10:09:42,2026-06-29,
ENT_000376,payment,ORD_000401,PAY_000376,card,589800,11796,2123,575881,STL_0018,2026-06-25T11:25:51,2026-06-29,
ENT_000377,payment,ORD_000444,PAY_000377,upi,63500,0,0,63500,STL_0018,2026-06-25T12:14:32,2026-06-29,
ENT_000378,payment,ORD_000431,PAY_000378,card,150800,3016,543,147241,STL_0018,2026-06-25T12:35:53,2026-06-29,
ENT_000379,payment,ORD_000071,PAY_000379,card,4572700,91454,16462,4464784,STL_0018,2026-06-25T12:52:37,2026-06-29,
ENT_000380,payment,ORD_000089,PAY_000380,upi,352500,0,0,352500,STL_0018,2026-06-25T13:03:44,2026-06-29,
ENT_000381,payment,ORD_000464,PAY_000381,wallet,118400,2368,426,115606,STL_0018,2026-06-25T13:39:51,2026-06-29,
ENT_000382,payment,ORD_000175,PAY_000382,upi,113000,0,0,113000,STL_0018,2026-06-25T13:46:09,2026-06-29,
ENT_000383,payment,ORD_000123,PAY_000383,wallet,512200,10244,1844,500112,STL_0018,2026-06-25T14:16:58,2026-06-29,
ENT_000384,payment,ORD_000081,PAY_000384,upi,81900,0,0,81900,STL_0018,2026-06-25T15:51:00,2026-06-29,
ENT_000498,refund,ORD_000406,PAY_000223,upi,47900,0,0,-47900,STL_0018,2026-06-25T16:27:07,2026-06-29,Refund against PAY_000223
ENT_000385,payment,ORD_000245,PAY_000385,upi,19600,0,0,19600,STL_0018,2026-06-25T16:27:43,2026-06-29,
ENT_000386,payment,ORD_000416,PAY_000386,card,4653000,93060,16751,4543189,STL_0018,2026-06-25T18:08:51,2026-06-29,
ENT_000387,payment,ORD_000197,PAY_000387,card,111700,2234,402,109064,STL_0018,2026-06-25T19:25:51,2026-06-29,
ENT_000388,payment,ORD_000019,PAY_000388,card,42200,844,152,41204,STL_0018,2026-06-25T20:06:27,2026-06-29,
ENT_000389,payment,ORD_000327,PAY_000389,card,88200,1764,318,86118,STL_0018,2026-06-25T21:05:44,2026-06-29,
ENT_000574,rolling_reserve_release,,,,0,0,0,902588,STL_0017,2026-06-25T21:10:14,2026-06-26,Rolling reserve release
ENT_000509,chargeback,ORD_000070,PAY_000121,wallet,60000,150000,27000,-237000,STL_0018,2026-06-25T21:52:15,2026-06-29,Chargeback raised on PAY_000121
ENT_000390,payment,ORD_000127,PAY_000390,card,807500,16150,2907,788443,STL_0018,2026-06-25T23:33:11,2026-06-29,
ENT_000391,payment,ORD_000243,PAY_000391,upi,51100,0,0,51100,STL_0018,2026-06-26T08:02:43,2026-06-29,
ENT_000392,payment,ORD_000319,PAY_000392,upi,707300,0,0,707300,STL_0018,2026-06-26T08:39:41,2026-06-29,
ENT_000393,payment,ORD_000141,PAY_000393,wallet,475600,9512,1712,464376,STL_0018,2026-06-26T08:56:56,2026-06-29,
ENT_000394,payment,ORD_000111,PAY_000394,wallet,60700,1214,219,59267,STL_0018,2026-06-26T09:47:13,2026-06-29,
ENT_000395,payment,ORD_000389,PAY_000395,wallet,219600,4392,791,214417,STL_0018,2026-06-26T09:52:37,2026-06-29,
ENT_000396,payment,ORD_000420,PAY_000396,card,23193900,463878,83498,22646524,STL_0018,2026-06-26T10:57:05,2026-06-29,
ENT_000576,tds,,,,0,0,0,-71562,STL_0017,2026-06-26T11:39:42,2026-06-26,TDS u/s 194-O on settlement gross
ENT_000397,payment,ORD_000225,PAY_000397,card,105900,2118,381,103401,STL_0018,2026-06-26T12:36:10,2026-06-29,
ENT_000398,payment,ORD_000170,PAY_000398,upi,4432000,0,0,4432000,STL_0018,2026-06-26T12:43:33,2026-06-29,
ENT_000399,payment,ORD_000057,PAY_000399,card,3884700,77694,13985,3793021,STL_0018,2026-06-26T13:23:08,2026-06-29,
ENT_000400,payment,ORD_000308,PAY_000400,card,860700,17214,3099,840387,STL_0018,2026-06-26T15:48:21,2026-06-29,
ENT_000401,payment,ORD_000246,PAY_000401,card,466700,9334,1680,455686,STL_0018,2026-06-26T16:23:21,2026-06-29,
ENT_000481,refund,ORD_000439,PAY_000321,wallet,740700,0,0,-740700,STL_0018,2026-06-26T16:35:34,2026-06-29,Refund against PAY_000321
ENT_000578,settlement,,,,0,0,0,-43497142,STL_0017,2026-06-26T16:59:29,2026-06-26,Settlement payout UTR HDFCN26062600017
ENT_000402,payment,ORD_000062,PAY_000402,card,9031500,180630,32513,8818357,STL_0018,2026-06-26T19:12:17,2026-06-29,
ENT_000575,rolling_reserve_release,,,,0,0,0,538095,STL_0017,2026-06-26T19:38:09,2026-06-26,Rolling reserve release
ENT_000403,payment,ORD_000017,PAY_000403,card,88000,1721,317,85962,STL_0018,2026-06-26T20:48:03,2026-06-29,
ENT_000404,payment,ORD_000425,PAY_000404,upi,11553500,0,0,11553500,STL_0018,2026-06-26T21:17:53,2026-06-29,
ENT_000577,rolling_reserve_hold,,,,0,0,0,-2332218,STL_0017,2026-06-26T22:16:10,2026-06-26,Rolling reserve hold
ENT_000405,payment,ORD_000391,PAY_000405,card,55300,1106,199,53995,STL_0018,2026-06-26T22:48:18,2026-06-29,
ENT_000593,payment,ORD_000391,PAY_000479,card,55300,1106,199,53995,STL_0018,2026-06-26T22:49:32,2026-06-29,
ENT_000406,payment,ORD_000037,PAY_000406,upi,748400,0,0,748400,STL_0018,2026-06-26T23:43:59,2026-06-29,
ENT_000407,payment,ORD_000171,PAY_000407,card,796000,15920,2866,777214,STL_0018,2026-06-27T06:21:38,2026-06-29,
ENT_000408,payment,ORD_000166,PAY_000408,upi,2633300,0,0,2633300,STL_0018,2026-06-27T07:58:07,2026-06-29,
ENT_000409,payment,ORD_000433,PAY_000409,upi,541300,0,0,541300,STL_0018,2026-06-27T08:19:37,2026-06-29,
ENT_000410,payment,ORD_000280,PAY_000410,card,11500,230,41,11229,STL_0018,2026-06-27T09:29:57,2026-06-29,
ENT_000411,payment,ORD_000222,PAY_000411,netbanking,78800,1497,269,77034,STL_0018,2026-06-27T10:50:31,2026-06-29,
ENT_000412,payment,ORD_000384,PAY_000412,netbanking,125300,2381,429,122490,STL_0018,2026-06-27T12:41:22,2026-06-29,
ENT_000413,payment,ORD_000047,PAY_000413,card,1680000,33600,6048,1640352,STL_0018,2026-06-27T14:08:49,2026-06-29,
ENT_000414,payment,ORD_000126,PAY_000414,upi,407600,0,0,407600,STL_0018,2026-06-27T14:28:10,2026-06-29,
ENT_000415,payment,ORD_000122,PAY_000415,upi,5811900,0,0,5811900,STL_0018,2026-06-27T14:47:53,2026-06-29,
ENT_000416,payment,ORD_000488,PAY_000416,card,131200,2624,472,128104,STL_0018,2026-06-27T16:55:56,2026-06-29,
ENT_000417,payment,ORD_000476,PAY_000417,card,91900,1838,331,89731,STL_0018,2026-06-27T17:53:34,2026-06-29,
ENT_000418,payment,ORD_000362,PAY_000418,upi,87500,0,0,87500,STL_0018,2026-06-27T18:44:33,2026-06-29,
ENT_000419,payment,ORD_000233,PAY_000419,netbanking,534200,10150,1827,522223,STL_0018,2026-06-27T20:52:57,2026-06-29,
ENT_000421,payment,ORD_000490,PAY_000421,card,293800,5876,1058,286866,STL_0018,2026-06-27T21:08:55,2026-06-29,
ENT_000420,payment,ORD_000161,PAY_000420,card,57700,1154,208,56338,STL_0018,2026-06-27T21:13:48,2026-06-29,
ENT_000422,payment,ORD_000426,PAY_000422,upi,613700,0,0,613700,STL_0018,2026-06-27T22:04:08,2026-06-29,
ENT_000423,payment,ORD_000046,PAY_000423,wallet,685700,13714,2469,669517,STL_0018,2026-06-27T22:06:22,2026-06-29,
ENT_000479,refund,ORD_000398,PAY_000274,upi,55892,0,0,-55892,STL_0018,2026-06-27T22:14:05,2026-06-29,Refund against PAY_000274
ENT_000424,payment,ORD_000110,PAY_000424,wallet,25000,500,90,24410,STL_0019,2026-06-28T07:10:24,2026-06-30,
ENT_000425,payment,ORD_000307,PAY_000425,upi,45900,0,0,45900,STL_0019,2026-06-28T07:58:02,2026-06-30,
ENT_000494,refund,ORD_000307,PAY_000425,upi,13073,0,0,-13073,STL_0019,2026-06-28T08:09:01,2026-06-30,Refund against PAY_000425
ENT_000426,payment,ORD_000202,PAY_000426,upi,579200,0,0,579200,STL_0019,2026-06-28T08:39:34,2026-06-30,
ENT_000427,payment,ORD_000177,PAY_000427,netbanking,513300,9753,1756,501791,STL_0019,2026-06-28T09:04:58,2026-06-30,
ENT_000428,payment,ORD_000345,PAY_000428,netbanking,900400,17108,3079,880213,STL_0019,2026-06-28T13:10:20,2026-06-30,
ENT_000429,payment,ORD_000252,PAY_000429,card,23600,472,85,23043,STL_0019,2026-06-28T14:01:04,2026-06-30,
ENT_000430,payment,ORD_000199,PAY_000430,upi,25800,0,0,25800,STL_0019,2026-06-28T16:46:49,2026-06-30,
ENT_000431,payment,ORD_000473,PAY_000431,card,441400,8828,1589,430983,STL_0019,2026-06-28T18:42:40,2026-06-30,
ENT_000432,payment,ORD_000366,PAY_000432,upi,766200,0,0,766200,STL_0019,2026-06-28T19:11:46,2026-06-30,
ENT_000433,payment,ORD_000460,PAY_000433,wallet,123100,2462,443,120195,STL_0019,2026-06-28T20:05:44,2026-06-30,
ENT_000434,payment,ORD_000142,PAY_000434,upi,74700,0,0,74700,STL_0019,2026-06-28T22:07:33,2026-06-30,
ENT_000435,payment,ORD_000329,PAY_000435,upi,16303700,0,0,16303700,STL_0019,2026-06-28T22:12:03,2026-06-30,
ENT_000436,payment,ORD_000188,PAY_000436,card,676400,13528,2435,660437,STL_0019,2026-06-28T23:04:00,2026-06-30,
ENT_000437,payment,ORD_000082,PAY_000437,upi,751800,0,0,751800,STL_0019,2026-06-28T23:59:16,2026-06-30,
ENT_000500,refund,ORD_000233,PAY_000419,netbanking,187849,0,0,-187849,STL_0020,2026-06-29T03:29:07,2026-07-01,Refund against PAY_000419
ENT_000438,payment,ORD_000455,PAY_000438,upi,114100,0,0,114100,STL_0020,2026-06-29T06:07:44,2026-07-01,
ENT_000581,rolling_reserve_hold,,,,0,0,0,-4237291,STL_0018,2026-06-29T06:12:33,2026-06-29,Rolling reserve hold
ENT_000439,payment,ORD_000083,PAY_000439,upi,109300,0,0,109300,STL_0020,2026-06-29T06:34:39,2026-07-01,
ENT_000440,payment,ORD_000281,PAY_000440,netbanking,449700,8544,1538,439618,STL_0020,2026-06-29T07:25:28,2026-07-01,
ENT_000441,payment,ORD_000354,PAY_000441,upi,4233700,0,0,4233700,STL_0020,2026-06-29T08:06:20,2026-07-01,
ENT_000442,payment,ORD_000002,PAY_000442,wallet,16000,320,58,15622,STL_0020,2026-06-29T08:14:14,2026-07-01,
ENT_000579,rolling_reserve_release,,,,0,0,0,3087923,STL_0018,2026-06-29T08:14:24,2026-06-29,Rolling reserve release
ENT_000443,payment,ORD_000041,PAY_000443,upi,657300,0,0,657300,STL_0020,2026-06-29T08:32:32,2026-07-01,
ENT_000444,payment,ORD_000162,PAY_000444,card,2250700,45014,8103,2197583,STL_0020,2026-06-29T08:54:24,2026-07-01,
ENT_000445,payment,ORD_000478,PAY_000445,wallet,77800,1556,280,75964,STL_0020,2026-06-29T09:13:19,2026-07-01,
ENT_000446,payment,ORD_000310,PAY_000446,netbanking,307900,5850,1053,300997,STL_0020,2026-06-29T09:26:38,2026-07-01,
ENT_000447,payment,ORD_000020,PAY_000447,card,565800,11303,2037,552460,STL_0020,2026-06-29T10:05:46,2026-07-01,
ENT_000448,payment,ORD_000482,PAY_000448,card,88300,1766,318,86216,STL_0020,2026-06-29T10:27:46,2026-07-01,
ENT_000449,payment,ORD_000400,PAY_000449,netbanking,10800,205,37,10558,STL_0020,2026-06-29T12:19:02,2026-07-01,
ENT_000450,payment,ORD_000337,PAY_000450,card,71400,1428,257,69715,STL_0020,2026-06-29T14:07:03,2026-07-01,
ENT_000451,payment,ORD_000096,PAY_000451,card,116700,2334,420,113946,STL_0020,2026-06-29T14:53:36,2026-07-01,
ENT_000452,payment,ORD_000481,PAY_000452,card,351300,7026,1265,343009,STL_0020,2026-06-29T15:38:51,2026-07-01,
ENT_000453,payment,ORD_000321,PAY_000453,card,284700,5694,1025,277981,STL_0020,2026-06-29T17:01:46,2026-07-01,
ENT_000454,payment,ORD_000423,PAY_000454,upi,377900,0,0,377900,STL_0020,2026-06-29T17:33:37,2026-07-01,
ENT_000514,adjustment,,,,806300,0,0,806300,STL_0020,2026-06-29T17:49:19,2026-07-01,"Compensation for delayed settlement, approved by ops"
ENT_000455,payment,ORD_000258,PAY_000455,netbanking,2894400,54994,9899,2829507,STL_0020,2026-06-29T17:56:43,2026-07-01,
ENT_000580,tds,,,,0,0,0,-84253,STL_0018,2026-06-29T18:08:06,2026-06-29,TDS u/s 194-O on settlement gross
ENT_000456,payment,ORD_000332,PAY_000456,upi,145100,0,0,145100,STL_0020,2026-06-29T19:46:18,2026-07-01,
ENT_000457,payment,ORD_000427,PAY_000457,upi,138100,0,0,138100,STL_0020,2026-06-29T20:14:17,2026-07-01,
ENT_000510,adjustment,,,,337000,0,0,337000,STL_0020,2026-06-29T20:21:39,2026-07-01,CR ADJ - see support ticket 4471
ENT_000458,payment,ORD_000466,PAY_000458,card,455100,9102,1638,444360,STL_0020,2026-06-29T20:55:31,2026-07-01,
ENT_000582,settlement,,,,0,0,0,-80562529,STL_0018,2026-06-29T22:43:26,2026-06-29,Settlement payout UTR HDFCN26062900018
ENT_000459,payment,ORD_000052,PAY_000459,wallet,4617500,92350,16623,4508527,STL_0020,2026-06-29T23:23:50,2026-07-01,
ENT_000460,payment,ORD_000234,PAY_000460,card,40500,810,146,39544,STL_0020,2026-06-29T23:58:02,2026-07-01,
ENT_000461,payment,ORD_000463,PAY_000461,upi,670900,0,0,670900,,2026-06-30T06:32:44,,
ENT_000462,payment,ORD_000365,PAY_000462,upi,4493000,0,0,4493000,,2026-06-30T07:16:25,,
ENT_000585,rolling_reserve_hold,,,,0,0,0,-1082427,STL_0019,2026-06-30T07:56:50,2026-06-30,Rolling reserve hold
ENT_000463,payment,ORD_000333,PAY_000463,wallet,23600,472,85,23043,,2026-06-30T09:48:50,,
ENT_000464,payment,ORD_000140,PAY_000464,wallet,143900,2878,518,140504,,2026-06-30T10:08:59,,
ENT_000583,rolling_reserve_release,,,,0,0,0,494486,STL_0019,2026-06-30T10:38:06,2026-06-30,Rolling reserve release
ENT_000584,tds,,,,0,0,0,-21251,STL_0019,2026-06-30T11:30:57,2026-06-30,TDS u/s 194-O on settlement gross
ENT_000465,payment,ORD_000326,PAY_000465,wallet,93600,1872,337,91391,,2026-06-30T12:01:06,,
ENT_000466,payment,ORD_000428,PAY_000466,netbanking,500400,9508,1711,489181,,2026-06-30T12:51:48,,
ENT_000467,payment,ORD_000058,PAY_000467,wallet,2291500,45830,8249,2237421,,2026-06-30T13:03:58,,
ENT_000469,payment,ORD_000314,PAY_000469,card,101300,2026,365,98909,,2026-06-30T14:22:04,,
ENT_000468,payment,ORD_000097,PAY_000468,upi,748800,0,0,748800,,2026-06-30T14:30:27,,
ENT_000470,payment,ORD_000045,PAY_000470,wallet,3221700,64434,11598,3145668,,2026-06-30T15:24:49,,
ENT_000471,payment,ORD_000305,PAY_000471,netbanking,313300,5953,1072,306275,,2026-06-30T15:29:24,,
ENT_000472,payment,ORD_000189,PAY_000472,netbanking,65800,1250,225,64325,,2026-06-30T16:06:17,,
ENT_000473,payment,ORD_000117,PAY_000473,card,312000,6240,1123,304637,,2026-06-30T19:12:57,,
ENT_000474,payment,ORD_000256,PAY_000474,netbanking,726700,13807,2485,710408,,2026-06-30T20:17:16,,
ENT_000475,payment,ORD_000328,PAY_000475,upi,692100,0,0,692100,,2026-06-30T23:10:25,,
ENT_000586,settlement,,,,0,0,0,-20566107,STL_0019,2026-06-30T23:32:48,2026-06-30,Settlement payout UTR HDFCN26063000019
ENT_000476,payment,ORD_000034,PAY_000476,wallet,143400,2868,516,140016,,2026-06-30T23:56:11,,
ENT_000496,refund,ORD_000337,PAY_000450,card,71400,0,0,-71400,,2026-07-01T01:12:39,,Refund against PAY_000450
ENT_000495,refund,ORD_000346,PAY_000360,upi,5358800,0,0,-5358800,,2026-07-01T08:07:31,,Refund against PAY_000360
ENT_000587,rolling_reserve_release,,,,0,0,0,842004,STL_0020,2026-07-01T09:05:30,2026-07-01,Rolling reserve release
ENT_000588,tds,,,,0,0,0,-18374,STL_0020,2026-07-01T10:57:38,2026-07-01,TDS u/s 194-O on settlement gross
ENT_000477,refund,ORD_000420,PAY_000396,card,23193900,0,0,-23193900,,2026-07-01T12:19:50,,Refund against PAY_000396
ENT_000590,settlement,,,,0,0,0,-18867166,STL_0020,2026-07-01T19:33:26,2026-07-01,Settlement payout UTR HDFCN26070100020
ENT_000589,rolling_reserve_hold,,,,0,0,0,-993009,STL_0020,2026-07-01T23:52:00,2026-07-01,Rolling reserve hold
ENT_000489,refund,ORD_000180,PAY_000351,card,326100,0,0,-326100,,2026-07-02T03:43:13,,Refund against PAY_000351
ENT_000502,refund,ORD_000123,PAY_000383,wallet,512200,0,0,-512200,,2026-07-03T16:56:45,,Refund against PAY_000383
ENT_000484,refund,ORD_000302,PAY_000344,upi,630700,0,0,-630700,,2026-07-05T10:44:12,,Refund against PAY_000344
ENT_000497,refund,ORD_000089,PAY_000380,upi,352500,0,0,-352500,,2026-07-07T01:34:53,,Refund against PAY_000380
ENT_000491,refund,ORD_000345,PAY_000428,netbanking,900400,0,0,-900400,,2026-07-08T18:25:04,,Refund against PAY_000428
ENT_000486,refund,ORD_000225,PAY_000397,card,27924,0,0,-27924,,2026-07-08T23:34:28,,Refund against PAY_000397
ENT_000488,refund,ORD_000041,PAY_000443,upi,657300,0,0,-657300,,2026-07-09T09:39:51,,Refund against PAY_000443
ENT_000507,chargeback,ORD_000302,PAY_000344,upi,630700,150000,27000,-807700,,2026-07-17T13:24:56,,Chargeback raised on PAY_000344
ENT_000508,chargeback,ORD_000393,PAY_000336,upi,14900,150000,27000,-191900,,2026-07-26T21:16:00,,Chargeback raised on PAY_000336
